scenario,scenario_type,scenario_geography,sector,technology,scenario_year,price_unit,scenario_price,pathway_unit,scenario_pathway,technology_type,country_iso2_list,scenario_provider,scenario_capacity_factor
NGFS2024GCAM_DT,target,Asia,Power,CoalCap,2088,$/MWh,68.30722222822685,GW,2.676753407,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.7994542746793492
NGFS2024GCAM_DT,target,Asia,Power,CoalCap,2089,$/MWh,68.31114188274968,GW,2.571399996,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.7994535065606054
NGFS2024GCAM_DT,target,Asia,Power,CoalCap,2090,$/MWh,68.3150615372725,GW,2.466046585,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.7994526728113659
NGFS2024GCAM_DT,target,Asia,Power,CoalCap,2091,$/MWh,68.31898119179533,GW,2.2961951162,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.7994527285498462
NGFS2024GCAM_DT,target,Asia,Power,CoalCap,2092,$/MWh,68.32290084631815,GW,2.1263436473999997,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.7994527931930608
NGFS2024GCAM_DT,target,Asia,Power,CoalCap,2093,$/MWh,68.32682050084098,GW,1.9564921786,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.7994528690601841
NGFS2024GCAM_DT,target,Asia,Power,CoalCap,2094,$/MWh,68.3307401553638,GW,1.7866407098,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.7994529593523035
NGFS2024GCAM_DT,target,Asia,Power,CoalCap,2095,$/MWh,68.33465980988663,GW,1.616789241,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.7994530686156637
NGFS2024GCAM_DT,target,Asia,Power,CoalCap,2096,$/MWh,68.33857946440946,GW,1.6048632172,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.7994527469628516
NGFS2024GCAM_DT,target,Asia,Power,CoalCap,2097,$/MWh,68.34249911893228,GW,1.5929371934,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.7994524204937302
NGFS2024GCAM_DT,target,Asia,Power,CoalCap,2098,$/MWh,68.3464187734551,GW,1.5810111696,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.7994520890993073
NGFS2024GCAM_DT,target,Asia,Power,CoalCap,2099,$/MWh,68.35033842797793,GW,1.5690851458,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.7994517526672764
NGFS2024GCAM_DT,target,Asia,Power,CoalCap,2100,$/MWh,68.35425808250076,GW,1.557159122,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.7994514110818912
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2023,$/MWh,60.41874039548023,GW,1235.87014615,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.29049338340886827
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2024,$/MWh,62.19273882114649,GW,1471.1473501650005,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2908565867683347
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2025,$/MWh,63.94549775343716,GW,1706.42455418,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.29111963513331895
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2026,$/MWh,65.67220989742644,GW,1945.176415884,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2902018421592986
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2027,$/MWh,67.37024260740989,GW,2183.928277588,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2894847194943309
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2028,$/MWh,69.03731481013413,GW,2422.680139292,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2889089397731174
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2029,$/MWh,70.67011637393642,GW,2661.432000996,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2884364641981828
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2030,$/MWh,72.26430053818073,GW,2900.1838627,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.28804177984509183
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2031,$/MWh,73.81474320394271,GW,3265.60209862,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.28741182673600957
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2032,$/MWh,75.31581046337605,GW,3631.020334540001,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2869086679341051
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2033,$/MWh,76.76185362470339,GW,3996.43857046,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.28649752275810175
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2034,$/MWh,78.14805149024319,GW,4361.856806380001,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.286155265650456
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2035,$/MWh,79.4709297520615,GW,4727.275042300001,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.285865921473574
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2036,$/MWh,80.7287147616719,GW,5204.878709050001,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2850650677333588
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2037,$/MWh,81.921415709043,GW,5682.4823758,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2843988349765668
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2038,$/MWh,83.05060760277789,GW,6160.0860425500005,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.28383591090908683
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2039,$/MWh,84.1191590695353,GW,6637.689709300001,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2833539953281451
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2040,$/MWh,85.13077467842841,GW,7115.29337605,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2829367755050189
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2041,$/MWh,86.08963080809346,GW,7678.561187017,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2822818870443452
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2042,$/MWh,87.00008381533206,GW,8241.828997984,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2817165121102835
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2043,$/MWh,87.86645613478657,GW,8805.096808951,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.28122347198602426
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2044,$/MWh,88.6928913356271,GW,9368.364619918,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.28078971939865716
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2045,$/MWh,89.48326471292297,GW,9931.632430885,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.28040516695478857
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2046,$/MWh,90.23979919080688,GW,10543.0491152708,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.28007093074257816
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2047,$/MWh,90.96561061412628,GW,11154.4657996566,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.27977333592590237
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2048,$/MWh,91.66346930395464,GW,11765.8824840424,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2795066702701033
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2049,$/MWh,92.3357684000156,GW,12377.2991684282,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2792663502376731
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2050,$/MWh,92.98489950216776,GW,12988.715852814,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.27904865533294376
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2051,$/MWh,93.61295943596215,GW,13603.0992098092,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2788616002797132
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2052,$/MWh,94.22192104837934,GW,14217.4825668044,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2786907117328956
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2053,$/MWh,94.81355225936034,GW,14831.865923799598,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.27853398068717816
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2054,$/MWh,95.38943435960007,GW,15446.249280794798,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.27838971777456695
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2055,$/MWh,95.95097931992296,GW,16060.63263779,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.27825649212736603
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2056,$/MWh,96.49912916713596,GW,16630.093945512,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.27789866916908557
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2057,$/MWh,97.03506882510416,GW,17199.555253234,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2775645405827531
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2058,$/MWh,97.55990768637852,GW,17769.016560956,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.27725182829721234
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2059,$/MWh,98.07337001684246,GW,18338.477868677997,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2769585372033691
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2060,$/MWh,98.57534057598586,GW,18907.9391764,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2766829125435338
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2061,$/MWh,99.06583368794172,GW,19327.370744712,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.27632388880567005
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2062,$/MWh,99.54537843998736,GW,19746.802313024,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2759801167411706
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2063,$/MWh,100.01474548279027,GW,20166.233881336,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2756506447048274
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2064,$/MWh,100.47462955263572,GW,20585.665449648,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2753345986102647
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2065,$/MWh,100.92565921519036,GW,21005.09701796,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.27503117418643136
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2066,$/MWh,101.36840503163808,GW,21328.686786922,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2747847113686553
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2067,$/MWh,101.80338664563833,GW,21652.276555884,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.27454561524472837
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2068,$/MWh,102.2310785822772,GW,21975.866324846003,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2743135603958398
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2069,$/MWh,102.65191545902287,GW,22299.456093808003,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2740882402919265
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2070,$/MWh,103.49914032814286,GW,22623.045862770003,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2738693659407921
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2071,$/MWh,104.01147186146318,GW,22834.050009912004,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2736991777999692
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2072,$/MWh,104.52380339478373,GW,23045.054157054,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.27353210619801527
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2073,$/MWh,105.03613492810403,GW,23256.058304196,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.27336806630508276
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2074,$/MWh,105.5484664614246,GW,23467.062451338,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.27320697634231533
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2075,$/MWh,106.06079799474514,GW,23678.06659848,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.27304875744590507
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2076,$/MWh,106.57312952806546,GW,23787.867621304,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2730337809065617
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2077,$/MWh,107.085461061386,GW,23897.668644128,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.27301894199062954
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2078,$/MWh,107.59779259470632,GW,24007.469666952,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2730042388097973
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2079,$/MWh,108.11012412802688,GW,24117.270689776,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2729896695101421
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2080,$/MWh,108.62245566134744,GW,24227.0717126,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2729752322713503
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2081,$/MWh,109.13478719466777,GW,24217.641934824,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2732124894178668
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2082,$/MWh,109.6471187279883,GW,24208.212157048,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2734499314010126
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2083,$/MWh,110.15945026130862,GW,24198.782379271997,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.273687558436869
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2084,$/MWh,110.67178179462915,GW,24189.352601495997,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.27392537074185414
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2085,$/MWh,111.18411332794948,GW,24179.922823719997,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.274163368532724
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2086,$/MWh,111.69644486127004,GW,24127.167435941996,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2744914852406205
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2087,$/MWh,112.2087763945906,GW,24074.412048164,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.27482103998356655
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2088,$/MWh,112.72110792791092,GW,24021.656660385997,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.27515204223602485
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2089,$/MWh,113.23343946123146,GW,23968.901272608,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.27548450155587106
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2090,$/MWh,113.74577099455178,GW,23916.14588483,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.27581842758531366
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2091,$/MWh,114.25810252787232,GW,23855.944133942,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2760889142859208
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2092,$/MWh,114.77043406119289,GW,23795.742383054,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.27636076961564715
NGFS2024GCAM_DT,target,Asia,Power,RenewablesCap,2093,$/MWh,115.2827655945132,GW,23735.540632166,greentech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.2766340039884795
