scenario,scenario_type,scenario_geography,sector,technology,scenario_year,price_unit,scenario_price,pathway_unit,scenario_pathway,technology_type,country_iso2_list,scenario_provider,scenario_capacity_factor
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2023,$/tonnes,59.45474799435796,EJ/yr,129.90505902,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2024,$/tonnes,59.32724097109626,EJ/yr,130.74988086,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2025,$/tonnes,59.19973394783455,EJ/yr,131.5947027,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2026,$/tonnes,59.37441271122503,EJ/yr,132.25549082,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2027,$/tonnes,59.5490914746155,EJ/yr,132.91627894,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2028,$/tonnes,59.72377023800598,EJ/yr,133.57706706,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2029,$/tonnes,59.89844900139646,EJ/yr,134.23785518,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2030,$/tonnes,60.073127764786925,EJ/yr,134.8986433,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2031,$/tonnes,60.37517471461776,EJ/yr,135.22917392,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2032,$/tonnes,60.67722166444859,EJ/yr,135.55970454,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2033,$/tonnes,60.97926861427942,EJ/yr,135.89023516,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2034,$/tonnes,61.28131556411026,EJ/yr,136.22076578000002,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2035,$/tonnes,61.58336251394109,EJ/yr,136.5512964,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2036,$/tonnes,61.70931215381587,EJ/yr,136.8480467,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2037,$/tonnes,61.83526179369066,EJ/yr,137.144797,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2038,$/tonnes,61.96121143356544,EJ/yr,137.4415473,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2039,$/tonnes,62.08716107344023,EJ/yr,137.7382976,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2040,$/tonnes,62.21311071331502,EJ/yr,138.0350479,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2041,$/tonnes,62.35454262106485,EJ/yr,138.13010993999998,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2042,$/tonnes,62.49597452881469,EJ/yr,138.22517198,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2043,$/tonnes,62.63740643656453,EJ/yr,138.32023402,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2044,$/tonnes,62.77883834431437,EJ/yr,138.41529606,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2045,$/tonnes,62.920270252064206,EJ/yr,138.5103581,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2046,$/tonnes,62.99204464779425,EJ/yr,138.40788781999998,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2047,$/tonnes,63.063819043524305,EJ/yr,138.30541753999998,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2048,$/tonnes,63.13559343925434,EJ/yr,138.20294726,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2049,$/tonnes,63.2073678349844,EJ/yr,138.10047698,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2050,$/tonnes,63.27914223071444,EJ/yr,137.9980067,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2051,$/tonnes,63.370123390331685,EJ/yr,137.90773328,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2052,$/tonnes,63.46110454994892,EJ/yr,137.81745986,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2053,$/tonnes,63.55208570956615,EJ/yr,137.72718644,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2054,$/tonnes,63.64306686918339,EJ/yr,137.63691301999998,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2055,$/tonnes,63.73404802880064,EJ/yr,137.5466396,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2056,$/tonnes,63.63724440364952,EJ/yr,137.18231896,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2057,$/tonnes,63.540440778498386,EJ/yr,136.81799832,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2058,$/tonnes,63.44363715334726,EJ/yr,136.45367768,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2059,$/tonnes,63.34683352819613,EJ/yr,136.08935703999998,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2060,$/tonnes,63.25002990304501,EJ/yr,135.7250364,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2061,$/tonnes,63.10002647049175,EJ/yr,135.1854438,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2062,$/tonnes,62.95002303793849,EJ/yr,134.6458512,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2063,$/tonnes,62.80001960538523,EJ/yr,134.1062586,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2064,$/tonnes,62.65001617283198,EJ/yr,133.566666,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2065,$/tonnes,62.50001274027872,EJ/yr,133.0270734,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2066,$/tonnes,62.38081196285812,EJ/yr,132.41387594,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2067,$/tonnes,62.26161118543753,EJ/yr,131.80067848,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2068,$/tonnes,62.142410408016936,EJ/yr,131.18748102,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2069,$/tonnes,62.02320963059635,EJ/yr,130.57428356,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2070,$/tonnes,61.90400885317575,EJ/yr,129.9610861,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2071,$/tonnes,61.76104378321258,EJ/yr,129.22686679999998,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2072,$/tonnes,61.61807871324941,EJ/yr,128.4926475,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2073,$/tonnes,61.47511364328626,EJ/yr,127.7584282,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2074,$/tonnes,61.33214857332308,EJ/yr,127.0242089,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2075,$/tonnes,61.189183503359914,EJ/yr,126.2899896,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2076,$/tonnes,60.98536817355363,EJ/yr,124.08831998,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2077,$/tonnes,60.78155284374736,EJ/yr,121.88665036,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2078,$/tonnes,60.57773751394108,EJ/yr,119.68498074,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2079,$/tonnes,60.37392218413481,EJ/yr,117.48331112,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2080,$/tonnes,60.17010685432853,EJ/yr,115.2816415,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2081,$/tonnes,60.09995660690353,EJ/yr,114.87575896,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2082,$/tonnes,60.029806359478535,EJ/yr,114.46987642,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2083,$/tonnes,59.95965611205353,EJ/yr,114.06399388,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2084,$/tonnes,59.88950586462853,EJ/yr,113.65811134,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2085,$/tonnes,59.819355617203534,EJ/yr,113.2522288,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2086,$/tonnes,59.65653684664336,EJ/yr,112.19919954,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2087,$/tonnes,59.49371807608319,EJ/yr,111.14617028,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2088,$/tonnes,59.330899305523005,EJ/yr,110.09314102,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2089,$/tonnes,59.168080534962826,EJ/yr,109.04011176,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2090,$/tonnes,59.005261764402654,EJ/yr,107.9870825,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2091,$/tonnes,58.814783462122406,EJ/yr,106.87524992,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2092,$/tonnes,58.62430515984217,EJ/yr,105.76341734,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2093,$/tonnes,58.43382685756192,EJ/yr,104.65158476,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2094,$/tonnes,58.24334855528167,EJ/yr,103.53975218,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2095,$/tonnes,58.05287025300143,EJ/yr,102.4279196,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2096,$/tonnes,57.841971070488,EJ/yr,101.312355874,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2097,$/tonnes,57.63107188797457,EJ/yr,100.196792148,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2098,$/tonnes,57.420172705461155,EJ/yr,99.081228422,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2099,$/tonnes,57.209273522947726,EJ/yr,97.965664696,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Coal,Coal,2100,$/tonnes,56.9983743404343,EJ/yr,96.85010097,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,1
NGFS2024GCAM_CP,baseline,Asia,Power,CoalCap,2023,$/MWh,67.4980208700565,GW,1509.2936691999998,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.5577168316646355
NGFS2024GCAM_CP,baseline,Asia,Power,CoalCap,2024,$/MWh,67.55279550962004,GW,1507.1249646,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.5602378709763788
NGFS2024GCAM_CP,baseline,Asia,Power,CoalCap,2025,$/MWh,67.6035838988672,GW,1504.95626,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.5627661761332466
NGFS2024GCAM_CP,baseline,Asia,Power,CoalCap,2026,$/MWh,67.65067344092847,GW,1498.4393596,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.5647955804397407
NGFS2024GCAM_CP,baseline,Asia,Power,CoalCap,2027,$/MWh,67.69433118882881,GW,1491.9224592,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.566842714120379
NGFS2024GCAM_CP,baseline,Asia,Power,CoalCap,2028,$/MWh,67.73480526605081,GW,1485.4055588,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.5689078105267165
NGFS2024GCAM_CP,baseline,Asia,Power,CoalCap,2029,$/MWh,67.77232610164377,GW,1478.8886584,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.5709911071234739
NGFS2024GCAM_CP,baseline,Asia,Power,CoalCap,2030,$/MWh,67.8071077206524,GW,1472.371758,carbontech,"AF,BD,BT,BN,KH,CN,HK,MO,KP,TL,IN,ID,LA,MY,MV,MN,MM,NP,PK,PG,PH,KR,SG,LK,TW,TH,VN",NGFS2024GCAM,0.5730928455795661
