run_id,company_id,company_name,sector,term,pd_baseline,pd_shock,baseline_scenario,target_scenario,scenario_geography,carbon_price_model,risk_free_rate,discount_rate,growth_rate,div_netprofit_prop_coef,shock_year,market_passthrough
76b89bb5-358b-4a64-a711-da7c1337cd35,E100000003335,JFE Steel Corp,Steel,1,1.411848415955319e-11,1.7622322450505656e-4,Steel_baseline,Steel_NZ,Global,no_carbon_tax,0.02,0.07,0.03,1,2030,0
76b89bb5-358b-4a64-a711-da7c1337cd35,E100000003335,JFE Steel Corp,Steel,2,1.8663746458313923e-6,0.007215864901488067,Steel_baseline,Steel_NZ,Global,no_carbon_tax,0.02,0.07,0.03,1,2030,0
76b89bb5-358b-4a64-a711-da7c1337cd35,E100000003335,JFE Steel Corp,Steel,3,1.0312091093644948e-4,0.02669374846194772,Steel_baseline,Steel_NZ,Global,no_carbon_tax,0.02,0.07,0.03,1,2030,0
76b89bb5-358b-4a64-a711-da7c1337cd35,E100000003335,JFE Steel Corp,Steel,4,7.965189881786738e-4,0.05303524520585867,Steel_baseline,Steel_NZ,Global,no_carbon_tax,0.02,0.07,0.03,1,2030,0
76b89bb5-358b-4a64-a711-da7c1337cd35,E100000003335,JFE Steel Corp,Steel,5,0.002776986063313558,0.08156211295477378,Steel_baseline,Steel_NZ,Global,no_carbon_tax,0.02,0.07,0.03,1,2030,0
76b89bb5-358b-4a64-a711-da7c1337cd35,E100000003676,Novolipetsk Steel PAO,Steel,1,4.5285997174460135e-12,0.5423667528663105,Steel_baseline,Steel_NZ,Global,no_carbon_tax,0.02,0.07,0.03,1,2030,0
76b89bb5-358b-4a64-a711-da7c1337cd35,E100000003676,Novolipetsk Steel PAO,Steel,2,1.0284240115066012e-6,0.5598029519292312,Steel_baseline,Steel_NZ,Global,no_carbon_tax,0.02,0.07,0.03,1,2030,0
76b89bb5-358b-4a64-a711-da7c1337cd35,E100000003676,Novolipetsk Steel PAO,Steel,3,6.806431242611932e-5,0.5731058161275846,Steel_baseline,Steel_NZ,Global,no_carbon_tax,0.02,0.07,0.03,1,2030,0
76b89bb5-358b-4a64-a711-da7c1337cd35,E100000003676,Novolipetsk Steel PAO,Steel,4,5.754582291324084e-4,0.5842570422160915,Steel_baseline,Steel_NZ,Global,no_carbon_tax,0.02,0.07,0.03,1,2030,0
76b89bb5-358b-4a64-a711-da7c1337cd35,E100000003676,Novolipetsk Steel PAO,Steel,5,0.0021182235591953313,0.5940258696219608,Steel_baseline,Steel_NZ,Global,no_carbon_tax,0.02,0.07,0.03,1,2030,0
76b89bb5-358b-4a64-a711-da7c1337cd35,E100000004115,Stelco Inc,Steel,1,4.5285997174460135e-12,0.04605794223599835,Steel_baseline,Steel_NZ,Global,no_carbon_tax,0.02,0.07,0.03,1,2030,0
76b89bb5-358b-4a64-a711-da7c1337cd35,E100000004115,Stelco Inc,Steel,2,1.0284240115066012e-6,0.1322594944548645,Steel_baseline,Steel_NZ,Global,no_carbon_tax,0.02,0.07,0.03,1,2030,0
76b89bb5-358b-4a64-a711-da7c1337cd35,E100000004115,Stelco Inc,Steel,3,6.806431242611932e-5,0.19777473396550516,Steel_baseline,Steel_NZ,Global,no_carbon_tax,0.02,0.07,0.03,1,2030,0
76b89bb5-358b-4a64-a711-da7c1337cd35,E100000004115,Stelco Inc,Steel,4,5.754582291324084e-4,0.24743832365620555,Steel_baseline,Steel_NZ,Global,no_carbon_tax,0.02,0.07,0.03,1,2030,0
76b89bb5-358b-4a64-a711-da7c1337cd35,E100000004115,Stelco Inc,Steel,5,0.0021182235591953313,0.28674153244628775,Steel_baseline,Steel_NZ,Global,no_carbon_tax,0.02,0.07,0.03,1,2030,0
76b89bb5-358b-4a64-a711-da7c1337cd35,E100000004192,Ternium Mexico SA de CV,Steel,1,1.2625789302944668e-11,5.017508630800194e-11,Steel_baseline,Steel_NZ,Global,no_carbon_tax,0.02,0.07,0.03,1,2030,0
76b89bb5-358b-4a64-a711-da7c1337cd35,E100000004192,Ternium Mexico SA de CV,Steel,2,1.7630206404772863e-6,3.524018762690595e-6,Steel_baseline,Steel_NZ,Global,no_carbon_tax,0.02,0.07,0.03,1,2030,0
76b89bb5-358b-4a64-a711-da7c1337cd35,E100000004192,Ternium Mexico SA de CV,Steel,3,9.920753907710633e-5,1.5764981035348846e-4,Steel_baseline,Steel_NZ,Global,no_carbon_tax,0.02,0.07,0.03,1,2030,0
76b89bb5-358b-4a64-a711-da7c1337cd35,E100000004192,Ternium Mexico SA de CV,Steel,4,7.733391761516328e-4,0.0010954972500492044,Steel_baseline,Steel_NZ,Global,no_carbon_tax,0.02,0.07,0.03,1,2030,0
76b89bb5-358b-4a64-a711-da7c1337cd35,E100000004192,Ternium Mexico SA de CV,Steel,5,0.002711049717675884,0.003584038870850348,Steel_baseline,Steel_NZ,Global,no_carbon_tax,0.02,0.07,0.03,1,2030,0
