scenario_source,region,scenario,sector,technology,year,smsp,tmsr
ngfs2024gcam,asia,b2ds,coal,coal,2023,0,1
ngfs2024gcam,asia,b2ds,coal,coal,2024,-0.0014815089954304287,0.9985184910045696
ngfs2024gcam,asia,b2ds,coal,coal,2025,-0.0029630179908608574,0.99703698200913915
ngfs2024gcam,asia,b2ds,coal,coal,2026,-0.048454376989734656,0.9515456230102654
ngfs2024gcam,asia,b2ds,coal,coal,2027,-0.09394573598860845,0.9060542640113916
ngfs2024gcam,asia,b2ds,coal,coal,2028,-0.13943709498748236,0.8605629050125176
ngfs2024gcam,asia,b2ds,coal,coal,2029,-0.18492845398635616,0.8150715460136438
ngfs2024gcam,asia,b2ds,coal,coal,2030,-0.23041981298522995,0.76958018701477
ngfs2024gcam,asia,b2ds,oil and gas,gas,2023,0,1
ngfs2024gcam,asia,b2ds,oil and gas,gas,2024,0.009063840073785804,1.0296897156441478
ngfs2024gcam,asia,b2ds,oil and gas,gas,2025,0.018127680147571573,1.0593794312882956
ngfs2024gcam,asia,b2ds,oil and gas,gas,2026,0.021157395477621715,1.0693036340433795
ngfs2024gcam,asia,b2ds,oil and gas,gas,2027,0.024187110807671858,1.0792278367984633
ngfs2024gcam,asia,b2ds,oil and gas,gas,2028,0.027216826137722073,1.0891520395535474
ngfs2024gcam,asia,b2ds,oil and gas,gas,2029,0.03024654146777222,1.0990762423086313
ngfs2024gcam,asia,b2ds,oil and gas,gas,2030,0.03327625679782236,1.1090004450637152
ngfs2024gcam,asia,b2ds,oil and gas,oil,2023,0,1
ngfs2024gcam,asia,b2ds,oil and gas,oil,2024,0.013375531185242836,1.0192532780547712
ngfs2024gcam,asia,b2ds,oil and gas,oil,2025,0.026751062370485672,1.0385065561095423
ngfs2024gcam,asia,b2ds,oil and gas,oil,2026,0.030063793695765187,1.0432750349417494
ngfs2024gcam,asia,b2ds,oil and gas,oil,2027,0.033376525021044705,1.0480435137739565
ngfs2024gcam,asia,b2ds,oil and gas,oil,2028,0.03668925634632407,1.0528119926061634
ngfs2024gcam,asia,b2ds,oil and gas,oil,2029,0.04000198767160359,1.0575804714383705
ngfs2024gcam,asia,b2ds,oil and gas,oil,2030,0.043314718996883106,1.0623489502705779
ngfs2024gcam,asia,b2ds,power,coalcap,2023,0,1
ngfs2024gcam,asia,b2ds,power,coalcap,2024,-0.003319885365707538,0.9914213860710892
ngfs2024gcam,asia,b2ds,power,coalcap,2025,-0.006639770731415076,0.9828427721421784
ngfs2024gcam,asia,b2ds,power,coalcap,2026,-0.02790338340561913,0.9278974039225096
ngfs2024gcam,asia,b2ds,power,coalcap,2027,-0.04916699607982318,0.8729520357028407
ngfs2024gcam,asia,b2ds,power,coalcap,2028,-0.07043060875402729,0.8180066674831717
ngfs2024gcam,asia,b2ds,power,coalcap,2029,-0.0916942214282314,0.7630612992635027
ngfs2024gcam,asia,b2ds,power,coalcap,2030,-0.11295783410243546,0.7081159310438339
ngfs2024gcam,asia,b2ds,power,gascap,2023,0,1
ngfs2024gcam,asia,b2ds,power,gascap,2024,-4.688646648758878e-4,0.9949248748658015
ngfs2024gcam,asia,b2ds,power,gascap,2025,-9.377293297517756e-4,0.989849749731603
ngfs2024gcam,asia,b2ds,power,gascap,2026,-0.003595631155824401,0.961079860737507
ngfs2024gcam,asia,b2ds,power,gascap,2027,-0.006253532981897041,0.9323099717434109
ngfs2024gcam,asia,b2ds,power,gascap,2028,-0.008911434807969666,0.9035400827493149
ngfs2024gcam,asia,b2ds,power,gascap,2029,-0.011569336634042308,0.8747701937552187
ngfs2024gcam,asia,b2ds,power,gascap,2030,-0.014227238460114932,0.8460003047611228
ngfs2024gcam,asia,b2ds,power,hydrocap,2023,0,1
ngfs2024gcam,asia,b2ds,power,hydrocap,2024,5.312079940512888e-4,1.0038937892417221
ngfs2024gcam,asia,b2ds,power,hydrocap,2025,0.0010624159881025776,1.0077875784834442
ngfs2024gcam,asia,b2ds,power,hydrocap,2026,0.0015936191007407349,1.0116813319440898
ngfs2024gcam,asia,b2ds,power,hydrocap,2027,0.002124822213378892,1.0155750854047354
ngfs2024gcam,asia,b2ds,power,hydrocap,2028,0.0026560253260170495,1.019468838865381
ngfs2024gcam,asia,b2ds,power,hydrocap,2029,0.0031872284386552066,1.0233625923260266
ngfs2024gcam,asia,b2ds,power,hydrocap,2030,0.003718431551293364,1.0272563457866721
ngfs2024gcam,asia,b2ds,power,nuclearcap,2023,0,1
ngfs2024gcam,asia,b2ds,power,nuclearcap,2024,7.344313981783682e-4,1.0373779865113097
ngfs2024gcam,asia,b2ds,power,nuclearcap,2025,0.0014688627963567364,1.0747559730226197
ngfs2024gcam,asia,b2ds,power,nuclearcap,2026,0.002200462246898089,1.1119898310273872
ngfs2024gcam,asia,b2ds,power,nuclearcap,2027,0.0029320616974394384,1.1492236890321548
ngfs2024gcam,asia,b2ds,power,nuclearcap,2028,0.0036636611479807907,1.1864575470369225
ngfs2024gcam,asia,b2ds,power,nuclearcap,2029,0.004395260598522144,1.22369140504169
ngfs2024gcam,asia,b2ds,power,nuclearcap,2030,0.005126860049063492,1.2609252630464576
ngfs2024gcam,asia,b2ds,power,oilcap,2023,0,1
ngfs2024gcam,asia,b2ds,power,oilcap,2024,-0.0011527296683817912,0.9311341452327747
ngfs2024gcam,asia,b2ds,power,oilcap,2025,-0.002305459336763579,0.8622682904655496
ngfs2024gcam,asia,b2ds,power,oilcap,2026,-0.0026115533180235055,0.8439817622041931
ngfs2024gcam,asia,b2ds,power,oilcap,2027,-0.002917647299283434,0.8256952339428363
ngfs2024gcam,asia,b2ds,power,oilcap,2028,-0.0032237412805433607,0.8074087056814797
ngfs2024gcam,asia,b2ds,power,oilcap,2029,-0.003529835261803287,0.789122177420123
ngfs2024gcam,asia,b2ds,power,oilcap,2030,-0.003835929243063216,0.7708356491587663
ngfs2024gcam,asia,b2ds,power,renewablescap,2023,0,1
ngfs2024gcam,asia,b2ds,power,renewablescap,2024,0.06966740623741355,1.2003044185672098
ngfs2024gcam,asia,b2ds,power,renewablescap,2025,0.13933481247482704,1.4006088371344194
ngfs2024gcam,asia,b2ds,power,renewablescap,2026,0.236460737363,1.6798606847807893
ngfs2024gcam,asia,b2ds,power,renewablescap,2027,0.3335866622511728,1.9591125324271588
ngfs2024gcam,asia,b2ds,power,renewablescap,2028,0.4307125871393455,2.2383643800735284
ngfs2024gcam,asia,b2ds,power,renewablescap,2029,0.5278385120275184,2.5176162277198983
ngfs2024gcam,asia,b2ds,power,renewablescap,2030,0.6249644369156913,2.796868075366268
ngfs2024gcam,asia,cp,coal,coal,2023,0,1
ngfs2024gcam,asia,cp,coal,coal,2024,0.0065033790552368916,1.006503379055237
ngfs2024gcam,asia,cp,coal,coal,2025,0.013006758110474002,1.013006758110474
ngfs2024gcam,asia,cp,coal,coal,2026,0.01809345854373636,1.0180934585437365
ngfs2024gcam,asia,cp,coal,coal,2027,0.02318015897699872,1.0231801589769987
ngfs2024gcam,asia,cp,coal,coal,2028,0.028266859410260862,1.0282668594102609
ngfs2024gcam,asia,cp,coal,coal,2029,0.03335355984352322,1.0333535598435233
ngfs2024gcam,asia,cp,coal,coal,2030,0.038440260276785584,1.0384402602767855
ngfs2024gcam,asia,cp,oil and gas,gas,2023,0,1
ngfs2024gcam,asia,cp,oil and gas,gas,2024,0.010211751034573887,1.0331933041688532
ngfs2024gcam,asia,cp,oil and gas,gas,2025,0.020423502069147774,1.0663866083377063
ngfs2024gcam,asia,cp,oil and gas,gas,2026,0.03209411402955658,1.1043219410075817
ngfs2024gcam,asia,cp,oil and gas,gas,2027,0.04376472598996531,1.142257273677457
ngfs2024gcam,asia,cp,oil and gas,gas,2028,0.055435337950374114,1.1801926063473325
ngfs2024gcam,asia,cp,oil and gas,gas,2029,0.06710594991078285,1.2181279390172077
ngfs2024gcam,asia,cp,oil and gas,gas,2030,0.07877656187119166,1.2560632716870832
ngfs2024gcam,asia,cp,oil and gas,oil,2023,0,1
ngfs2024gcam,asia,cp,oil and gas,oil,2024,0.013468608836892266,1.0194533253362856
ngfs2024gcam,asia,cp,oil and gas,oil,2025,0.026937217673784677,1.0389066506725715
ngfs2024gcam,asia,cp,oil and gas,oil,2026,0.03612896312680277,1.0521827073812717
ngfs2024gcam,asia,cp,oil and gas,oil,2027,0.04532070857982072,1.065458764089972
ngfs2024gcam,asia,cp,oil and gas,oil,2028,0.05451245403283881,1.0787348207986722
ngfs2024gcam,asia,cp,oil and gas,oil,2029,0.06370419948585676,1.0920108775073725
ngfs2024gcam,asia,cp,oil and gas,oil,2030,0.07289594493887486,1.105286934216073
ngfs2024gcam,asia,cp,power,coalcap,2023,0,1
ngfs2024gcam,asia,cp,power,coalcap,2024,-5.769237786522529e-4,0.9985630996510114
ngfs2024gcam,asia,cp,power,coalcap,2025,-0.0011538475573046269,0.9971261993020225
ngfs2024gcam,asia,cp,power,coalcap,2026,-0.0028874883693676507,0.9928083514683043
ngfs2024gcam,asia,cp,power,coalcap,2027,-0.004621129181430674,0.988490503634586
ngfs2024gcam,asia,cp,power,coalcap,2028,-0.0063547699934936985,0.9841726558008677
ngfs2024gcam,asia,cp,power,coalcap,2029,-0.008088410805556783,0.9798548079671493
ngfs2024gcam,asia,cp,power,coalcap,2030,-0.009822051617619806,0.9755369601334309
ngfs2024gcam,asia,cp,power,gascap,2023,0,1
ngfs2024gcam,asia,cp,power,gascap,2024,-8.738189206142584e-5,0.9990803206977902
ngfs2024gcam,asia,cp,power,gascap,2025,-1.7476378412285167e-4,0.9981606413955804
ngfs2024gcam,asia,cp,power,gascap,2026,1.7224414861879652e-4,1.0018128398764827
ngfs2024gcam,asia,cp,power,gascap,2027,5.192520813604446e-4,1.0054650383573849
ngfs2024gcam,asia,cp,power,gascap,2028,8.662600141020929e-4,1.0091172368382872
ngfs2024gcam,asia,cp,power,gascap,2029,0.001213267946843741,1.0127694353191894
ngfs2024gcam,asia,cp,power,gascap,2030,0.0015602758795853892,1.0164216338000918
ngfs2024gcam,asia,cp,power,hydrocap,2023,0,1
ngfs2024gcam,asia,cp,power,hydrocap,2024,5.3961372057779e-4,1.0038937892417221
ngfs2024gcam,asia,cp,power,hydrocap,2025,0.00107922744115558,1.0077875784834442
ngfs2024gcam,asia,cp,power,hydrocap,2026,0.0016188362030777569,1.0116813319440898
ngfs2024gcam,asia,cp,power,hydrocap,2027,0.0021584449649999335,1.0155750854047354
ngfs2024gcam,asia,cp,power,hydrocap,2028,0.0026980537269221103,1.019468838865381
ngfs2024gcam,asia,cp,power,hydrocap,2029,0.003237662488844287,1.0233625923260266
ngfs2024gcam,asia,cp,power,hydrocap,2030,0.003777271250766464,1.0272563457866721
ngfs2024gcam,asia,cp,power,nuclearcap,2023,0,1
ngfs2024gcam,asia,cp,power,nuclearcap,2024,5.432177459623386e-4,1.0280715552180062
ngfs2024gcam,asia,cp,power,nuclearcap,2025,0.0010864354919246772,1.0561431104360126
ngfs2024gcam,asia,cp,power,nuclearcap,2026,0.0012578397783581511,1.0650006724854562
ngfs2024gcam,asia,cp,power,nuclearcap,2027,0.0014292440647916253,1.0738582345348995
ngfs2024gcam,asia,cp,power,nuclearcap,2028,0.0016006483512250992,1.082715796584343
ngfs2024gcam,asia,cp,power,nuclearcap,2029,0.0017720526376585734,1.0915733586337866
ngfs2024gcam,asia,cp,power,nuclearcap,2030,0.0019434569240920473,1.10043092068323
ngfs2024gcam,asia,cp,power,oilcap,2023,0,1
ngfs2024gcam,asia,cp,power,oilcap,2024,-0.0012462710102941316,0.9257188608941525
ngfs2024gcam,asia,cp,power,oilcap,2025,-0.002492542020588261,0.8514377217883049
ngfs2024gcam,asia,cp,power,oilcap,2026,-0.0023836124964691126,0.8579302174549727
ngfs2024gcam,asia,cp,power,oilcap,2027,-0.0022746829723499645,0.8644227131216403
ngfs2024gcam,asia,cp,power,oilcap,2028,-0.002165753448230816,0.8709152087883081
ngfs2024gcam,asia,cp,power,oilcap,2029,-0.0020568239241116676,0.8774077044549757
ngfs2024gcam,asia,cp,power,oilcap,2030,-0.001947894399992519,0.8839002001216435
ngfs2024gcam,asia,cp,power,renewablescap,2023,0,1
ngfs2024gcam,asia,cp,power,renewablescap,2024,0.06258894450658026,1.1903738117099134
ngfs2024gcam,asia,cp,power,renewablescap,2025,0.12517788901316051,1.3807476234198266
ngfs2024gcam,asia,cp,power,renewablescap,2026,0.18870015301869758,1.5739602686004166
ngfs2024gcam,asia,cp,power,renewablescap,2027,0.25222241702423476,1.7671729137810068
ngfs2024gcam,asia,cp,power,renewablescap,2028,0.3157446810297717,1.9603855589615962
ngfs2024gcam,asia,cp,power,renewablescap,2029,0.3792669450353089,2.1535982041421864
ngfs2024gcam,asia,cp,power,renewablescap,2030,0.44278920904084595,2.346810849322776
ngfs2024gcam,asia,dt,coal,coal,2023,0,1
ngfs2024gcam,asia,dt,coal,coal,2024,0.0064870897355751205,1.006487089735575
ngfs2024gcam,asia,dt,coal,coal,2025,0.012974179471150241,1.0129741794711502
ngfs2024gcam,asia,dt,coal,coal,2026,0.01805866567157308,1.018058665671573
ngfs2024gcam,asia,dt,coal,coal,2027,0.02314315187199614,1.0231431518719962
ngfs2024gcam,asia,dt,coal,coal,2028,0.02822763807241898,1.028227638072419
ngfs2024gcam,asia,dt,coal,coal,2029,0.03331212427284204,1.033312124272842
ngfs2024gcam,asia,dt,coal,coal,2030,0.038396610473264876,1.038396610473265
ngfs2024gcam,asia,dt,oil and gas,gas,2023,0,1
ngfs2024gcam,asia,dt,oil and gas,gas,2024,0.010201512785720847,1.0331646885262946
ngfs2024gcam,asia,dt,oil and gas,gas,2025,0.020403025571441656,1.066329377052589
ngfs2024gcam,asia,dt,oil and gas,gas,2026,0.03204823540329987,1.1041874638882496
ngfs2024gcam,asia,dt,oil and gas,gas,2027,0.04369344523515808,1.14204555072391
ngfs2024gcam,asia,dt,oil and gas,gas,2028,0.05533865506701629,1.1799036375595706
ngfs2024gcam,asia,dt,oil and gas,gas,2029,0.06698386489887449,1.217761724395231
ngfs2024gcam,asia,dt,oil and gas,gas,2030,0.0786290747307327,1.2556198112308916
ngfs2024gcam,asia,dt,oil and gas,oil,2023,0,1
ngfs2024gcam,asia,dt,oil and gas,oil,2024,0.013467260781247301,1.0194501629111903
ngfs2024gcam,asia,dt,oil and gas,oil,2025,0.026934521562494602,1.0389003258223803
ngfs2024gcam,asia,dt,oil and gas,oil,2026,0.03612761921163985,1.0521775059289198
ngfs2024gcam,asia,dt,oil and gas,oil,2027,0.0453207168607851,1.065454686035459
ngfs2024gcam,asia,dt,oil and gas,oil,2028,0.05451381450993035,1.0787318661419985
ngfs2024gcam,asia,dt,oil and gas,oil,2029,0.06370691215907559,1.092009046248538
ngfs2024gcam,asia,dt,oil and gas,oil,2030,0.07290000980822084,1.1052862263550771
ngfs2024gcam,asia,dt,power,coalcap,2023,0,1
ngfs2024gcam,asia,dt,power,coalcap,2024,-5.769262083372373e-4,0.9985630930625249
ngfs2024gcam,asia,dt,power,coalcap,2025,-0.001153852416674414,0.9971261861250499
ngfs2024gcam,asia,dt,power,coalcap,2026,-0.0028873404244912086,0.9928087172556067
ngfs2024gcam,asia,dt,power,coalcap,2027,-0.004620828432308003,0.9884912483861635
ngfs2024gcam,asia,dt,power,coalcap,2028,-0.006354316440124859,0.9841737795167202
ngfs2024gcam,asia,dt,power,coalcap,2029,-0.008087804447941653,0.9798563106472771
ngfs2024gcam,asia,dt,power,coalcap,2030,-0.009821292455758447,0.9755388417778339
ngfs2024gcam,asia,dt,power,gascap,2023,0,1
ngfs2024gcam,asia,dt,power,gascap,2024,-8.738254348113183e-5,0.9990803136265418
ngfs2024gcam,asia,dt,power,gascap,2025,-1.7476508696226365e-4,0.9981606272530837
ngfs2024gcam,asia,dt,power,gascap,2026,1.7265222699646074e-4,1.0018171352559695
ngfs2024gcam,asia,dt,power,gascap,2027,5.2006954095517e-4,1.005473643258855
ngfs2024gcam,asia,dt,power,gascap,2028,8.674868549138944e-4,1.0091301512617405
ngfs2024gcam,asia,dt,power,gascap,2029,0.0012149041688726038,1.0127866592646262
ngfs2024gcam,asia,dt,power,gascap,2030,0.001562321482831328,1.0164431672675118
ngfs2024gcam,asia,dt,power,hydrocap,2023,0,1
ngfs2024gcam,asia,dt,power,hydrocap,2024,5.396135049497445e-4,1.0038937892417221
ngfs2024gcam,asia,dt,power,hydrocap,2025,0.001079227009899489,1.0077875784834442
ngfs2024gcam,asia,dt,power,hydrocap,2026,0.0016188355561956018,1.0116813319440898
ngfs2024gcam,asia,dt,power,hydrocap,2027,0.0021584441024917146,1.0155750854047354
ngfs2024gcam,asia,dt,power,hydrocap,2028,0.002698052648787827,1.019468838865381
ngfs2024gcam,asia,dt,power,hydrocap,2029,0.0032376611950839396,1.0233625923260266
ngfs2024gcam,asia,dt,power,hydrocap,2030,0.0037772697413800526,1.0272563457866721
ngfs2024gcam,asia,dt,power,nuclearcap,2023,0,1
ngfs2024gcam,asia,dt,power,nuclearcap,2024,5.432178773832052e-4,1.0280715698539
ngfs2024gcam,asia,dt,power,nuclearcap,2025,0.0010864357547664104,1.0561431397078003
ngfs2024gcam,asia,dt,power,nuclearcap,2026,0.0012577913518314928,1.0649981881389032
ngfs2024gcam,asia,dt,power,nuclearcap,2027,0.0014291469488965718,1.073853236570006
ngfs2024gcam,asia,dt,power,nuclearcap,2028,0.0016005025459616543,1.082708285001109
ngfs2024gcam,asia,dt,power,nuclearcap,2029,0.0017718581430267333,1.0915633334322117
ngfs2024gcam,asia,dt,power,nuclearcap,2030,0.0019432137400918158,1.1004183818633146
ngfs2024gcam,asia,dt,power,oilcap,2023,0,1
ngfs2024gcam,asia,dt,power,oilcap,2024,-0.0012462700244032286,0.9257189982131766
ngfs2024gcam,asia,dt,power,oilcap,2025,-0.0024925400488064534,0.8514379964263533
ngfs2024gcam,asia,dt,power,oilcap,2026,-0.00238364508938283,0.8579284250791612
ngfs2024gcam,asia,dt,power,oilcap,2027,-0.0022747501299592065,0.864418853731969
ngfs2024gcam,asia,dt,power,oilcap,2028,-0.0021658551705355813,0.8709092823847769
ngfs2024gcam,asia,dt,power,oilcap,2029,-0.0020569602111119595,0.8773997110375847
ngfs2024gcam,asia,dt,power,oilcap,2030,-0.0019480652516883344,0.8838901396903927
ngfs2024gcam,asia,dt,power,renewablescap,2023,0,1
ngfs2024gcam,asia,dt,power,renewablescap,2024,0.06258895717331871,1.1903737255470888
ngfs2024gcam,asia,dt,power,renewablescap,2025,0.12517791434663716,1.3807474510941766
ngfs2024gcam,asia,dt,power,renewablescap,2026,0.1886912075694223,1.5739326837399876
ngfs2024gcam,asia,dt,power,renewablescap,2027,0.2522045007922074,1.7671179163857984
ngfs2024gcam,asia,dt,power,renewablescap,2028,0.31571779401499256,1.9603031490316092
ngfs2024gcam,asia,dt,power,renewablescap,2029,0.3792310872377777,2.15348838167742
ngfs2024gcam,asia,dt,power,renewablescap,2030,0.4427443804605628,2.346673614323231
ngfs2024gcam,asia,fw,coal,coal,2023,0,1
ngfs2024gcam,asia,fw,coal,coal,2024,0.006438854367784302,1.0064388543677842
ngfs2024gcam,asia,fw,coal,coal,2025,0.012877708735568604,1.0128777087355687
ngfs2024gcam,asia,fw,coal,coal,2026,0.017740653792719906,1.0177406537927198
ngfs2024gcam,asia,fw,coal,coal,2027,0.022603598849871207,1.0226035988498712
ngfs2024gcam,asia,fw,coal,coal,2028,0.02746654390702229,1.0274665439070223
ngfs2024gcam,asia,fw,coal,coal,2029,0.03232948896417359,1.0323294889641736
ngfs2024gcam,asia,fw,coal,coal,2030,0.0371924340213249,1.037192434021325
ngfs2024gcam,asia,fw,oil and gas,gas,2023,0,1
ngfs2024gcam,asia,fw,oil and gas,gas,2024,0.010141767067316072,1.0329744043720437
ngfs2024gcam,asia,fw,oil and gas,gas,2025,0.020283534134632145,1.0659488087440874
ngfs2024gcam,asia,fw,oil and gas,gas,2026,0.031801454096108246,1.1033975637602145
ngfs2024gcam,asia,fw,oil and gas,gas,2027,0.04331937405758428,1.1408463187763416
ngfs2024gcam,asia,fw,oil and gas,gas,2028,0.05483729401906038,1.1782950737924687
ngfs2024gcam,asia,fw,oil and gas,gas,2029,0.06635521398053641,1.2157438288085956
ngfs2024gcam,asia,fw,oil and gas,gas,2030,0.07787313394201252,1.2531925838247229
ngfs2024gcam,asia,fw,oil and gas,oil,2023,0,1
ngfs2024gcam,asia,fw,oil and gas,oil,2024,0.0134435155575178,1.019414836414174
ngfs2024gcam,asia,fw,oil and gas,oil,2025,0.026887031115035456,1.0388296728283477
ngfs2024gcam,asia,fw,oil and gas,oil,2026,0.03600706409567811,1.0520006285693133
ngfs2024gcam,asia,fw,oil and gas,oil,2027,0.04512709707632077,1.0651715843102787
ngfs2024gcam,asia,fw,oil and gas,oil,2028,0.05424713005696328,1.078342540051244
ngfs2024gcam,asia,fw,oil and gas,oil,2029,0.06336716303760594,1.0915134957922097
ngfs2024gcam,asia,fw,oil and gas,oil,2030,0.07248719601824859,1.104684451533175
ngfs2024gcam,asia,fw,power,coalcap,2023,0,1
ngfs2024gcam,asia,fw,power,coalcap,2024,-5.87273534960245e-4,0.9985375645646061
ngfs2024gcam,asia,fw,power,coalcap,2025,-0.00117454706992049,0.9970751291292121
ngfs2024gcam,asia,fw,power,coalcap,2026,-0.0030132310416935205,0.9924964167665077
ngfs2024gcam,asia,fw,power,coalcap,2027,-0.0048519150134666116,0.987917704403803
ngfs2024gcam,asia,fw,power,coalcap,2028,-0.006690598985239642,0.9833389920410984
ngfs2024gcam,asia,fw,power,coalcap,2029,-0.008529282957012673,0.9787602796783939
ngfs2024gcam,asia,fw,power,coalcap,2030,-0.010367966928785763,0.9741815673156892
ngfs2024gcam,asia,fw,power,gascap,2023,0,1
ngfs2024gcam,asia,fw,power,gascap,2024,-1.1996039980132376e-4,0.9987369765801767
ngfs2024gcam,asia,fw,power,gascap,2025,-2.3992079960264752e-4,0.9974739531603534
ngfs2024gcam,asia,fw,power,gascap,2026,4.301100681893219e-5,1.0004528486818356
ngfs2024gcam,asia,fw,power,gascap,2027,3.259428132405119e-4,1.0034317442033176
ngfs2024gcam,asia,fw,power,gascap,2028,6.088746196620916e-4,1.0064106397247998
ngfs2024gcam,asia,fw,power,gascap,2029,8.918064260836714e-4,1.0093895352462818
ngfs2024gcam,asia,fw,power,gascap,2030,0.001174738232505251,1.012368430767764
ngfs2024gcam,asia,fw,power,hydrocap,2023,0,1
ngfs2024gcam,asia,fw,power,hydrocap,2024,5.39745990776027e-4,1.0038937892417221
ngfs2024gcam,asia,fw,power,hydrocap,2025,0.001079491981552054,1.0077875784834442
ngfs2024gcam,asia,fw,power,hydrocap,2026,0.0016192330124570014,1.0116813319440898
ngfs2024gcam,asia,fw,power,hydrocap,2027,0.0021589740433619487,1.0155750854047354
ngfs2024gcam,asia,fw,power,hydrocap,2028,0.002698715074266896,1.019468838865381
ngfs2024gcam,asia,fw,power,hydrocap,2029,0.0032384561051718433,1.0233625923260266
ngfs2024gcam,asia,fw,power,hydrocap,2030,0.0037781971360767905,1.0272563457866721
ngfs2024gcam,asia,fw,power,nuclearcap,2023,0,1
ngfs2024gcam,asia,fw,power,nuclearcap,2024,5.426677108658968e-4,1.0280381070868172
ngfs2024gcam,asia,fw,power,nuclearcap,2025,0.0010853354217317973,1.0560762141736348
ngfs2024gcam,asia,fw,power,nuclearcap,2026,0.0012570159271775886,1.0649464607352503
ngfs2024gcam,asia,fw,power,nuclearcap,2027,0.0014286964326233797,1.073816707296866
ngfs2024gcam,asia,fw,power,nuclearcap,2028,0.0016003769380691672,1.0826869538584813
ngfs2024gcam,asia,fw,power,nuclearcap,2029,0.0017720574435149585,1.0915572004200969
ngfs2024gcam,asia,fw,power,nuclearcap,2030,0.00194373794896075,1.1004274469817126
ngfs2024gcam,asia,fw,power,oilcap,2023,0,1
ngfs2024gcam,asia,fw,power,oilcap,2024,-0.001248020875819171,0.9255330971455957
ngfs2024gcam,asia,fw,power,oilcap,2025,-0.002496041751638342,0.8510661942911913
ngfs2024gcam,asia,fw,power,oilcap,2026,-0.002391890282064665,0.8572807036132375
ngfs2024gcam,asia,fw,power,oilcap,2027,-0.002287738812490986,0.8634952129352839
ngfs2024gcam,asia,fw,power,oilcap,2028,-0.002183587342917309,0.86970972225733
ngfs2024gcam,asia,fw,power,oilcap,2029,-0.00207943587334363,0.8759242315793763
ngfs2024gcam,asia,fw,power,oilcap,2030,-0.001975284403769953,0.8821387409014224
ngfs2024gcam,asia,fw,power,renewablescap,2023,0,1
ngfs2024gcam,asia,fw,power,renewablescap,2024,0.06263066031550826,1.1905302058303455
ngfs2024gcam,asia,fw,power,renewablescap,2025,0.12526132063101642,1.3810604116606908
ngfs2024gcam,asia,fw,power,renewablescap,2026,0.1890045669246605,1.5749752414811125
ngfs2024gcam,asia,fw,power,renewablescap,2027,0.25274781321830464,1.768890071301534
ngfs2024gcam,asia,fw,power,renewablescap,2028,0.3164910595119487,1.9628049011219557
ngfs2024gcam,asia,fw,power,renewablescap,2029,0.3802343058055928,2.1567197309423776
ngfs2024gcam,asia,fw,power,renewablescap,2030,0.4439775520992369,2.350634560762799
ngfs2024gcam,asia,ld,coal,coal,2023,0,1
ngfs2024gcam,asia,ld,coal,coal,2024,-0.0048584003056160166,0.995141599694384
ngfs2024gcam,asia,ld,coal,coal,2025,-0.009716800611232033,0.990283199388768
ngfs2024gcam,asia,ld,coal,coal,2026,-0.06851350823312334,0.9314864917668767
ngfs2024gcam,asia,ld,coal,coal,2027,-0.1273102158550145,0.8726897841449854
ngfs2024gcam,asia,ld,coal,coal,2028,-0.18610692347690572,0.8138930765230943
ngfs2024gcam,asia,ld,coal,coal,2029,-0.244903631098797,0.755096368901203
ngfs2024gcam,asia,ld,coal,coal,2030,-0.3037003387206882,0.6962996612793118
ngfs2024gcam,asia,ld,oil and gas,gas,2023,0,1
ngfs2024gcam,asia,ld,oil and gas,gas,2024,0.008016609206796496,1.026452860437151
ngfs2024gcam,asia,ld,oil and gas,gas,2025,0.01603321841359299,1.052905720874302
ngfs2024gcam,asia,ld,oil and gas,gas,2026,0.01487415629425488,1.0490810978086242
ngfs2024gcam,asia,ld,oil and gas,gas,2027,0.01371509417491677,1.0452564747429463
ngfs2024gcam,asia,ld,oil and gas,gas,2028,0.012556032055578658,1.0414318516772685
ngfs2024gcam,asia,ld,oil and gas,gas,2029,0.011396969936240581,1.0376072286115907
ngfs2024gcam,asia,ld,oil and gas,gas,2030,0.01023790781690247,1.0337826055459127
ngfs2024gcam,asia,ld,oil and gas,oil,2023,0,1
ngfs2024gcam,asia,ld,oil and gas,oil,2024,0.012590541094526224,1.018065268380231
ngfs2024gcam,asia,ld,oil and gas,oil,2025,0.025181082189052448,1.0361305367604619
ngfs2024gcam,asia,ld,oil and gas,oil,2026,0.024381654044065268,1.03498349439894
ngfs2024gcam,asia,ld,oil and gas,oil,2027,0.023582225899077946,1.033836452037418
ngfs2024gcam,asia,ld,oil and gas,oil,2028,0.022782797754090766,1.032689409675896
ngfs2024gcam,asia,ld,oil and gas,oil,2029,0.021983369609103444,1.031542367314374
ngfs2024gcam,asia,ld,oil and gas,oil,2030,0.021183941464116268,1.0303953249528521
ngfs2024gcam,asia,ld,power,coalcap,2023,0,1
ngfs2024gcam,asia,ld,power,coalcap,2024,-0.004018968393314313,0.9895043033747671
ngfs2024gcam,asia,ld,power,coalcap,2025,-0.008037936786628626,0.9790086067495343
ngfs2024gcam,asia,ld,power,coalcap,2026,-0.03719664855001944,0.9028594653031201
ngfs2024gcam,asia,ld,power,coalcap,2027,-0.06635536031341026,0.8267103238567061
ngfs2024gcam,asia,ld,power,coalcap,2028,-0.09551407207680107,0.750561182410292
